trial_num,image_id,library
1,22.png,Gemini3_alcohol_12.25resize
2,75.png,Gemini3_alcohol_12.25resize
3,154.png,Gemini3_alcohol_12.25resize
4,73.png,Gemini3_alcohol_12.25resize
5,195.png,Gemini3_alcohol_12.25resize
6,N021.png,GAPED_neutral_resized
7,00653.png,WFAIS_alcohol_resized
8,N001.png,GAPED_neutral_resized
9,00967.png,WFAIS_alcohol_resized
10,45.png,Gemini3_alcohol_12.25resize
11,101.png,Gemini3_alcohol_12.25resize
12,9.png,Gemini3_alcohol_12.25resize
13,00047.png,WFAIS_alcohol_resized
14,170.png,Gemini3_alcohol_12.25resize
15,24.png,Gemini3_alcohol_12.25resize
16,00242.png,WFAIS_alcohol_resized
17,56.png,Gemini3_alcohol_12.25resize
18,N071.png,GAPED_neutral_resized
19,00821.png,WFAIS_alcohol_resized
20,N064.png,GAPED_neutral_resized
21,N024.png,GAPED_neutral_resized
22,N077.png,GAPED_neutral_resized
23,165.png,Gemini3_alcohol_12.25resize
24,SDC11503.jpg,ABPS_alcohol
25,82.png,Gemini3_alcohol_12.25resize
26,106.png,Gemini3_alcohol_12.25resize
27,152.png,Gemini3_alcohol_12.25resize
28,168.png,Gemini3_alcohol_12.25resize
29,N047.png,GAPED_neutral_resized
30,177.png,Gemini3_alcohol_12.25resize
31,131.png,Gemini3_alcohol_12.25resize
32,14.png,Gemini3_alcohol_12.25resize
33,140.png,Gemini3_alcohol_12.25resize
34,59.png,Gemini3_alcohol_12.25resize
35,99.png,Gemini3_alcohol_12.25resize
36,00252.png,WFAIS_alcohol_resized
37,N020.png,GAPED_neutral_resized
38,118.png,Gemini3_alcohol_12.25resize
39,N015.png,GAPED_neutral_resized
40,178.png,Gemini3_alcohol_12.25resize
41,17.png,Gemini3_alcohol_12.25resize
42,26.png,Gemini3_alcohol_12.25resize
43,173.png,Gemini3_alcohol_12.25resize
44,N069.png,GAPED_neutral_resized
45,N009.png,GAPED_neutral_resized
46,60.png,Gemini3_alcohol_12.25resize
47,N079.png,GAPED_neutral_resized
48,01064.png,WFAIS_alcohol_resized
49,N065.png,GAPED_neutral_resized
50,15.png,Gemini3_alcohol_12.25resize
51,N011.png,GAPED_neutral_resized
52,N028.png,GAPED_neutral_resized
53,N010.png,GAPED_neutral_resized
54,N026.png,GAPED_neutral_resized
55,51.png,Gemini3_alcohol_12.25resize
56,16.png,Gemini3_alcohol_12.25resize
57,62.png,Gemini3_alcohol_12.25resize
58,00248.png,WFAIS_alcohol_resized
59,141.png,Gemini3_alcohol_12.25resize
60,96.png,Gemini3_alcohol_12.25resize
61,N072.png,GAPED_neutral_resized
62,N004.png,GAPED_neutral_resized
63,00339.png,WFAIS_alcohol_resized
64,94.png,Gemini3_alcohol_12.25resize
65,162.png,Gemini3_alcohol_12.25resize
66,181.png,Gemini3_alcohol_12.25resize
67,105.png,Gemini3_alcohol_12.25resize
68,103.png,Gemini3_alcohol_12.25resize
69,SDC11505.jpg,ABPS_alcohol
70,132.png,Gemini3_alcohol_12.25resize
71,49.png,Gemini3_alcohol_12.25resize
72,90.png,Gemini3_alcohol_12.25resize
73,137.png,Gemini3_alcohol_12.25resize
74,N018.png,GAPED_neutral_resized
75,N061.png,GAPED_neutral_resized
76,186.png,Gemini3_alcohol_12.25resize
77,N062.png,GAPED_neutral_resized
78,N036.png,GAPED_neutral_resized
79,123.png,Gemini3_alcohol_12.25resize
80,89.png,Gemini3_alcohol_12.25resize
81,46.png,Gemini3_alcohol_12.25resize
82,50.png,Gemini3_alcohol_12.25resize
83,102.png,Gemini3_alcohol_12.25resize
84,64.png,Gemini3_alcohol_12.25resize
85,00028.png,WFAIS_alcohol_resized
86,6.png,Gemini3_alcohol_12.25resize
87,70.png,Gemini3_alcohol_12.25resize
88,142.png,Gemini3_alcohol_12.25resize
89,N043.png,GAPED_neutral_resized
90,185.png,Gemini3_alcohol_12.25resize
91,146.png,Gemini3_alcohol_12.25resize
92,155.png,Gemini3_alcohol_12.25resize
93,122.png,Gemini3_alcohol_12.25resize
94,00552.png,WFAIS_alcohol_resized
95,SDC11584.jpg,ABPS_alcohol
96,N034.png,GAPED_neutral_resized
97,SDC11583.jpg,ABPS_alcohol
98,111.png,Gemini3_alcohol_12.25resize
99,128.png,Gemini3_alcohol_12.25resize
100,112.png,Gemini3_alcohol_12.25resize
101,80.png,Gemini3_alcohol_12.25resize
102,116.png,Gemini3_alcohol_12.25resize
103,N068.png,GAPED_neutral_resized
104,SDC11501.jpg,ABPS_alcohol
105,159.png,Gemini3_alcohol_12.25resize
106,18.png,Gemini3_alcohol_12.25resize
107,139.png,Gemini3_alcohol_12.25resize
108,58.png,Gemini3_alcohol_12.25resize
109,113.png,Gemini3_alcohol_12.25resize
110,38.png,Gemini3_alcohol_12.25resize
111,68.png,Gemini3_alcohol_12.25resize
112,11.png,Gemini3_alcohol_12.25resize
113,95.png,Gemini3_alcohol_12.25resize
114,41.png,Gemini3_alcohol_12.25resize
115,130.png,Gemini3_alcohol_12.25resize
116,4.png,Gemini3_alcohol_12.25resize
117,189.png,Gemini3_alcohol_12.25resize
118,175.png,Gemini3_alcohol_12.25resize
119,12.png,Gemini3_alcohol_12.25resize
120,32.png,Gemini3_alcohol_12.25resize
121,53.png,Gemini3_alcohol_12.25resize
122,N025.png,GAPED_neutral_resized
123,119.png,Gemini3_alcohol_12.25resize
124,120.png,Gemini3_alcohol_12.25resize
125,00309.png,WFAIS_alcohol_resized
126,00110.png,WFAIS_alcohol_resized
127,150.png,Gemini3_alcohol_12.25resize
128,N019.png,GAPED_neutral_resized
129,SDC11498.jpg,ABPS_alcohol
130,13.png,Gemini3_alcohol_12.25resize
131,N016.png,GAPED_neutral_resized
132,SDC11509.jpg,ABPS_alcohol
133,7.png,Gemini3_alcohol_12.25resize
134,25.png,Gemini3_alcohol_12.25resize
135,N078.png,GAPED_neutral_resized
136,190.png,Gemini3_alcohol_12.25resize
137,76.png,Gemini3_alcohol_12.25resize
138,21.png,Gemini3_alcohol_12.25resize
139,33.png,Gemini3_alcohol_12.25resize
140,72.png,Gemini3_alcohol_12.25resize
141,35.png,Gemini3_alcohol_12.25resize
142,127.png,Gemini3_alcohol_12.25resize
143,188.png,Gemini3_alcohol_12.25resize
144,00089.png,WFAIS_alcohol_resized
145,48.png,Gemini3_alcohol_12.25resize
146,SDC11588.jpg,ABPS_alcohol
147,97.png,Gemini3_alcohol_12.25resize
148,74.png,Gemini3_alcohol_12.25resize
149,SDC11585.jpg,ABPS_alcohol
150,N041.png,GAPED_neutral_resized
151,00509.png,WFAIS_alcohol_resized
152,126.png,Gemini3_alcohol_12.25resize
153,2.png,Gemini3_alcohol_12.25resize
154,00358.png,WFAIS_alcohol_resized
155,125.png,Gemini3_alcohol_12.25resize
156,77.png,Gemini3_alcohol_12.25resize
157,88.png,Gemini3_alcohol_12.25resize
158,67.png,Gemini3_alcohol_12.25resize
159,N042.png,GAPED_neutral_resized
160,N031.png,GAPED_neutral_resized
161,180.png,Gemini3_alcohol_12.25resize
162,N038.png,GAPED_neutral_resized
